Algorithm,Time Ran,Profit,Optional Profit,Tasks Scheduled,Required Tasks Scheduled,Optional Tasks Scheduled,Waiting Time,Working Time,Distance Traveled,Test Name,Available Tasks,Days,Average Duration of Tasks,Average Time Windows Per Task,Average Length of Time Windows,Available Release Tasks,VNS Incumbent Profit,intProg Optimal
GBOOBD,0.02233290672302246,5402.0,194.0,43,8,35,254.0,2645.0,1079,test_baseline_5.csv,64,3,64.03125,2.890625,211,0,,
GBOFRT,0.008358001708984375,5423.0,215.0,38,8,30,480.0,2422.0,964,test_baseline_5.csv,64,3,64.03125,2.890625,211,0,,
GBOPOA,0.008779048919677734,5427.0,219.0,40,8,32,534.0,2360.0,944,test_baseline_5.csv,64,3,64.03125,2.890625,211,0,,
GBOOBP,0.008485794067382812,5423.0,215.0,38,8,30,480.0,2422.0,964,test_baseline_5.csv,64,3,64.03125,2.890625,211,0,,
GPC,0.12994599342346191,3476.0,221.0,43,5,38,510.0,2267.0,1115,test_baseline_5.csv,64,3,64.03125,2.890625,211,0,,
Pulse,300.1049020290375,4703.0,146.0,30,7,23,1247.0,1432.0,714,test_baseline_5.csv,64,3,64.03125,2.890625,211,0,,
VNS,300.2817370891571,5449.0,241.0,46,8,38,85.0,2765.0,1056,test_baseline_5.csv,64,3,64.03125,2.890625,211,0,5427.0,
TRI,300.00810289382935,5424.0,216.0,42,8,34,433.0,2369.0,1094,test_baseline_5.csv,64,3,64.03125,2.890625,211,0,,
IP,305.4780640602112,5462.0,254.0,49,8,41,21.999999999997925,2948.0,1125,test_baseline_5.csv,64,3,64.03125,2.890625,211,0,,False
GBOOBD,0.04783320426940918,5526.0,318.0,62,8,54,1090.0,3487.0,1694,test_fiveDay_5.csv,64,5,58.0,4.484375,197,0,,
GBOFRT,0.008936166763305664,5524.0,316.0,59,8,51,1176.0,3392.0,1646,test_fiveDay_5.csv,64,5,58.0,4.484375,197,0,,
GBOPOA,0.008551836013793945,5521.0,313.0,58,8,50,1223.0,3205.0,1636,test_fiveDay_5.csv,64,5,58.0,4.484375,197,0,,
GBOOBP,0.008873939514160156,5524.0,316.0,59,8,51,1176.0,3392.0,1646,test_fiveDay_5.csv,64,5,58.0,4.484375,197,0,,
GPC,0.15874695777893066,5501.0,293.0,57,8,49,1438.0,3069.0,1484,test_fiveDay_5.csv,64,5,58.0,4.484375,197,0,,
Pulse,300.1040909290314,5524.0,316.0,60,8,52,1032.0,3433.0,1915,test_fiveDay_5.csv,64,5,58.0,4.484375,197,0,,
VNS,302.66371297836304,5534.0,326.0,63,8,55,635.0,3593.0,1739,test_fiveDay_5.csv,64,5,58.0,4.484375,197,0,5526.0,
TRI,300.0077950954437,5532.0,324.0,61,8,53,795.0,3487.0,1853,test_fiveDay_5.csv,64,5,58.0,4.484375,197,0,,
IP,312.553927898407,5536.0,328.0,62,8,54,1141.9999999999995,3517.0,1707,test_fiveDay_5.csv,64,5,58.0,4.484375,197,0,,False
GBOOBD,0.0494999885559082,5252.0,44.0,16,8,8,37.0,816.0,564,test_oneDay_5.csv,64,1,59.734375,1.5625,208,0,,
GBOFRT,0.007351875305175781,5267.0,59.0,15,8,7,85.0,888.0,444,test_oneDay_5.csv,64,1,59.734375,1.5625,208,0,,
GBOPOA,0.00739598274230957,5264.0,56.0,16,8,8,159.0,780.0,432,test_oneDay_5.csv,64,1,59.734375,1.5625,208,0,,
GBOOBP,0.007403850555419922,5267.0,59.0,15,8,7,85.0,888.0,444,test_oneDay_5.csv,64,1,59.734375,1.5625,208,0,,
GPC,0.053420066833496094,1382.0,80.0,17,2,15,104.0,794.0,503,test_oneDay_5.csv,64,1,59.734375,1.5625,208,0,,
Pulse,300.098925113678,3969.0,63.0,18,6,12,83.0,906.0,412,test_oneDay_5.csv,64,1,59.734375,1.5625,208,0,,
VNS,303.9936239719391,5272.0,64.0,17,8,9,30.0,912.0,469,test_oneDay_5.csv,64,1,59.734375,1.5625,208,0,5267.0,
TRI,300.0034098625183,4622.0,65.0,19,7,12,138.0,715.0,484,test_oneDay_5.csv,64,1,59.734375,1.5625,208,0,,
IP,302.01745104789734,3977.0,71.0,19,6,13,27.0,932.0,453,test_oneDay_5.csv,64,1,59.734375,1.5625,208,0,,False
GBOOBD,0.045693159103393555,54129.0,2121.0,47,8,39,446.0,2327.0,1226,test_oneHundredPriority_5.csv,64,3,55.171875,2.953125,209,0,,
GBOFRT,0.007673978805541992,54284.0,2276.0,44,8,36,543.0,2147.0,1086,test_oneHundredPriority_5.csv,64,3,55.171875,2.953125,209,0,,
GBOPOA,0.0076901912689208984,54361.0,2353.0,45,8,37,616.0,2158.0,1260,test_oneHundredPriority_5.csv,64,3,55.171875,2.953125,209,0,,
GBOOBP,0.007734060287475586,54284.0,2276.0,44,8,36,543.0,2147.0,1086,test_oneHundredPriority_5.csv,64,3,55.171875,2.953125,209,0,,
GPC,0.12960195541381836,34668.0,2163.0,44,5,39,719.0,2130.0,1071,test_oneHundredPriority_5.csv,64,3,55.171875,2.953125,209,0,,
Pulse,300.06773495674133,33864.0,1359.0,31,5,26,1186.0,1536.0,689,test_oneHundredPriority_5.csv,64,3,55.171875,2.953125,209,0,,
VNS,301.5467450618744,54441.0,2433.0,48,8,40,283.0,2293.0,1356,test_oneHundredPriority_5.csv,64,3,55.171875,2.953125,209,0,54361.0,
TRI,300.006227016449,54352.0,2344.0,48,8,40,317.0,2305.0,1251,test_oneHundredPriority_5.csv,64,3,55.171875,2.953125,209,0,,
IP,307.07800006866455,54480.0,2472.0,48,8,40,251.99999999999955,2331.0,1387,test_oneHundredPriority_5.csv,64,3,55.171875,2.953125,209,0,,False
GBOOBD,0.04496192932128906,5339.0,131.0,33,8,25,247.0,2065.0,1600,test_oneHundredTwentyLocation_5.csv,64,3,69.65625,2.9375,217,0,,
GBOFRT,0.008089065551757812,5375.0,167.0,31,8,23,362.0,2003.0,1572,test_oneHundredTwentyLocation_5.csv,64,3,69.65625,2.9375,217,0,,
GBOPOA,0.008468866348266602,5368.0,160.0,32,8,24,374.0,1917.0,1702,test_oneHundredTwentyLocation_5.csv,64,3,69.65625,2.9375,217,0,,
GBOOBP,0.008553028106689453,5375.0,167.0,31,8,23,362.0,2003.0,1572,test_oneHundredTwentyLocation_5.csv,64,3,69.65625,2.9375,217,0,,
GPC,0.07944512367248535,2729.0,125.0,29,4,25,447.0,1778.0,1546,test_oneHundredTwentyLocation_5.csv,64,3,69.65625,2.9375,217,0,,
Pulse,300.0760200023651,4033.0,127.0,29,6,23,543.0,1868.0,1368,test_oneHundredTwentyLocation_5.csv,64,3,69.65625,2.9375,217,0,,
VNS,302.184476852417,5387.0,179.0,33,8,25,224.0,2093.0,1577,test_oneHundredTwentyLocation_5.csv,64,3,69.65625,2.9375,217,0,5375.0,
TRI,300.00335693359375,5375.0,167.0,35,8,27,330.0,1971.0,1628,test_oneHundredTwentyLocation_5.csv,64,3,69.65625,2.9375,217,0,,
IP,305.52539896965027,5400.0,192.0,37,8,29,70.99999999999955,2351.0,1596,test_oneHundredTwentyLocation_5.csv,64,3,69.65625,2.9375,217,0,,False
GBOOBD,0.048692941665649414,567.0,39.0,47,8,39,293.0,2317.0,1338,test_onePriority_5.csv,64,3,54.140625,2.90625,210,0,,
GBOFRT,0.009444952011108398,567.0,39.0,47,8,39,293.0,2317.0,1338,test_onePriority_5.csv,64,3,54.140625,2.90625,210,0,,
GBOPOA,0.008167028427124023,566.0,38.0,46,8,38,529.0,2128.0,1295,test_onePriority_5.csv,64,3,54.140625,2.90625,210,0,,
GBOOBP,0.009948015213012695,567.0,39.0,47,8,39,293.0,2317.0,1338,test_onePriority_5.csv,64,3,54.140625,2.90625,210,0,,
GPC,0.1260700225830078,434.0,38.0,44,6,38,441.0,2035.0,1419,test_onePriority_5.csv,64,3,54.140625,2.90625,210,0,,
Pulse,300.1665439605713,500.0,38.0,45,7,38,620.0,2038.0,1221,test_onePriority_5.csv,64,3,54.140625,2.90625,210,0,,
VNS,303.1629469394684,568.0,40.0,48,8,40,133.0,2373.0,1340,test_onePriority_5.csv,64,3,54.140625,2.90625,210,0,567.0,
TRI,300.0065670013428,568.0,40.0,48,8,40,572.0,2189.0,1202,test_onePriority_5.csv,64,3,54.140625,2.90625,210,0,,
IP,305.5305049419403,570.0,42.0,50,8,42,268.0000000000025,2333.0,1398,test_onePriority_5.csv,64,3,54.140625,2.90625,210,0,,False
GBOOBD,0.03787112236022949,20913.0,257.0,55,16,39,221.0,2380.0,1469,test_oneTwentyEightTask_5.csv,128,3,63.234375,2.9765625,204,0,,
GBOFRT,0.0258939266204834,20951.0,295.0,50,16,34,480.0,2434.0,1235,test_oneTwentyEightTask_5.csv,128,3,63.234375,2.9765625,204,0,,
GBOPOA,0.024989843368530273,20935.0,279.0,52,16,36,482.0,2328.0,1258,test_oneTwentyEightTask_5.csv,128,3,63.234375,2.9765625,204,0,,
GBOOBP,0.02528095245361328,20951.0,295.0,50,16,34,480.0,2434.0,1235,test_oneTwentyEightTask_5.csv,128,3,63.234375,2.9765625,204,0,,
GPC,0.45001721382141113,11872.0,253.0,49,9,40,273.0,2685.0,1187,test_oneTwentyEightTask_5.csv,128,3,63.234375,2.9765625,204,0,,
Pulse,300.1493890285492,13137.0,227.0,45,10,35,354.0,2410.0,1290,test_oneTwentyEightTask_5.csv,128,3,63.234375,2.9765625,204,0,,
VNS,302.80616211891174,20987.0,331.0,55,16,39,72.0,2589.0,1346,test_oneTwentyEightTask_5.csv,128,3,63.234375,2.9765625,204,0,20951.0,
TRI,300.02327513694763,18279.0,205.0,47,14,33,293.0,2505.0,1222,test_oneTwentyEightTask_5.csv,128,3,63.234375,2.9765625,204,0,,
IP,330.6456341743469,9127.0,90.0,19,7,12,1359.0000000000032,1187.0,455,test_oneTwentyEightTask_5.csv,128,3,63.234375,2.9765625,204,0,,False
GBOOBD,0.016869068145751953,5405.0,197.0,42,8,34,405.0,2185.0,1161,test_oneWindow_5.csv,64,3,63.015625,2.078125,210,0,,
GBOFRT,0.0077741146087646484,5421.0,213.0,40,8,32,402.0,2059.0,1110,test_oneWindow_5.csv,64,3,63.015625,2.078125,210,0,,
GBOPOA,0.007701873779296875,5415.0,207.0,40,8,32,397.0,2113.0,1204,test_oneWindow_5.csv,64,3,63.015625,2.078125,210,0,,
GBOOBP,0.007636070251464844,5421.0,213.0,40,8,32,402.0,2059.0,1110,test_oneWindow_5.csv,64,3,63.015625,2.078125,210,0,,
GPC,0.10824108123779297,3435.0,180.0,38,5,33,355.0,1973.0,1119,test_oneWindow_5.csv,64,3,63.015625,2.078125,210,0,,
Pulse,300.0702660083771,4736.0,179.0,37,7,30,621.0,1876.0,1133,test_oneWindow_5.csv,64,3,63.015625,2.078125,210,0,,
VNS,302.15591406822205,5425.0,217.0,43,8,35,81.0,2232.0,1119,test_oneWindow_5.csv,64,3,63.015625,2.078125,210,0,5421.0,
TRI,300.00311613082886,5418.0,210.0,39,8,31,554.0,2058.0,954,test_oneWindow_5.csv,64,3,63.015625,2.078125,210,0,,
IP,305.5122637748718,5469.0,261.0,48,8,40,234.99999999999773,2569.0,1266,test_oneWindow_5.csv,64,3,63.015625,2.078125,210,0,,False
GBOOBD,0.01863408088684082,5477.0,269.0,64,8,56,1498.0,3127.0,1819,test_sevenDay_5.csv,64,7,48.859375,5.734375,205,0,,
GBOFRT,0.010009050369262695,5476.0,268.0,63,8,55,2357.0,3015.0,1509,test_sevenDay_5.csv,64,7,48.859375,5.734375,205,0,,
GBOPOA,0.009923934936523438,5474.0,266.0,62,8,54,2464.0,2900.0,1645,test_sevenDay_5.csv,64,7,48.859375,5.734375,205,0,,
GBOOBP,0.009898185729980469,5476.0,268.0,63,8,55,2357.0,3015.0,1509,test_sevenDay_5.csv,64,7,48.859375,5.734375,205,0,,
GPC,0.159074068069458,4817.0,260.0,62,7,55,1916.0,2994.0,1702,test_sevenDay_5.csv,64,7,48.859375,5.734375,205,0,,
Pulse,300.09423089027405,5472.0,264.0,62,8,54,1939.0,3074.0,1610,test_sevenDay_5.csv,64,7,48.859375,5.734375,205,0,,
VNS,303.1336581707001,5477.0,269.0,64,8,56,1255.0,3127.0,1819,test_sevenDay_5.csv,64,7,48.859375,5.734375,205,0,5477.0,
TRI,300.00564312934875,5477.0,269.0,64,8,56,1602.0,3127.0,1647,test_sevenDay_5.csv,64,7,48.859375,5.734375,205,0,,
IP,65.98034882545471,5477.0,269.0,64,8,56,3429.9999999999986,3127.0,1687,test_sevenDay_5.csv,64,7,48.859375,5.734375,205,0,,True
GBOOBD,0.013358831405639648,4093.0,187.0,43,6,37,474.0,2416.0,1202,test_sixteenDependencies_5.csv,64,3,63.984375,2.875,216,16,,
GBOFRT,0.007316112518310547,4752.0,195.0,40,7,33,473.0,2273.0,1146,test_sixteenDependencies_5.csv,64,3,63.984375,2.875,216,16,,
GBOPOA,0.00700688362121582,4097.0,191.0,38,6,32,635.0,2192.0,1005,test_sixteenDependencies_5.csv,64,3,63.984375,2.875,216,16,,
GBOOBP,0.008594989776611328,4105.0,199.0,36,6,30,407.0,2172.0,1080,test_sixteenDependencies_5.csv,64,3,63.984375,2.875,216,16,,
GPC,0.08550095558166504,2769.0,165.0,37,4,33,526.0,2400.0,1035,test_sixteenDependencies_5.csv,64,3,63.984375,2.875,216,16,,
Pulse,300.12010979652405,3437.0,182.0,36,5,31,768.0,2141.0,1026,test_sixteenDependencies_5.csv,64,3,63.984375,2.875,216,16,,
VNS,304.72350692749023,4775.0,218.0,43,7,36,60.0,2540.0,1213,test_sixteenDependencies_5.csv,64,3,63.984375,2.875,216,16,4105.0,
TRI,300.0055980682373,4757.0,200.0,41,7,34,389.0,2359.0,1095,test_sixteenDependencies_5.csv,64,3,63.984375,2.875,216,16,,
IP,305.59854197502136,4785.0,228.0,48,7,41,234.00000000004388,2787.0,1170,test_sixteenDependencies_5.csv,64,3,63.984375,2.875,216,16,,False
GBOOBD,0.020231008529663086,10602.0,186.0,47,16,31,336.0,2253.0,1292,test_sixteenRequired_5.csv,64,3,55.71875,3.109375,206,0,,
GBOFRT,0.009221076965332031,10615.0,199.0,46,16,30,277.0,2380.0,1300,test_sixteenRequired_5.csv,64,3,55.71875,3.109375,206,0,,
GBOPOA,0.008175849914550781,10587.0,171.0,42,16,26,382.0,2296.0,1248,test_sixteenRequired_5.csv,64,3,55.71875,3.109375,206,0,,
GBOOBP,0.008627891540527344,10615.0,199.0,46,16,30,277.0,2380.0,1300,test_sixteenRequired_5.csv,64,3,55.71875,3.109375,206,0,,
GPC,0.12598609924316406,4761.0,204.0,42,7,35,641.0,2151.0,1008,test_sixteenRequired_5.csv,64,3,55.71875,3.109375,206,0,,
Pulse,300.09375500679016,7260.0,99.0,28,11,17,933.0,1305.0,855,test_sixteenRequired_5.csv,64,3,55.71875,3.109375,206,0,,
VNS,302.5148720741272,10627.0,211.0,48,16,32,107.0,2449.0,1322,test_sixteenRequired_5.csv,64,3,55.71875,3.109375,206,0,10615.0,
TRI,300.0069811344147,10559.0,143.0,43,16,27,328.0,2375.0,1187,test_sixteenRequired_5.csv,64,3,55.71875,3.109375,206,0,,
IP,305.49721002578735,10636.0,220.0,50,16,34,353.0000000000037,2464.0,1234,test_sixteenRequired_5.csv,64,3,55.71875,3.109375,206,0,,False
GBOOBD,0.011873960494995117,421.0,79.0,16,2,14,2036.0,908.0,356,test_sixteenTask_5.csv,16,3,56.75,3.0,208,0,,
GBOFRT,0.0013110637664794922,421.0,79.0,16,2,14,1859.0,908.0,424,test_sixteenTask_5.csv,16,3,56.75,3.0,208,0,,
GBOPOA,0.0013239383697509766,421.0,79.0,16,2,14,1928.0,908.0,355,test_sixteenTask_5.csv,16,3,56.75,3.0,208,0,,
GBOOBP,0.0010540485382080078,421.0,79.0,16,2,14,1859.0,908.0,424,test_sixteenTask_5.csv,16,3,56.75,3.0,208,0,,
GPC,0.004204988479614258,421.0,79.0,16,2,14,2096.0,908.0,347,test_sixteenTask_5.csv,16,3,56.75,3.0,208,0,,
Pulse,1.4770128726959229,421.0,79.0,16,2,14,1981.0,908.0,394,test_sixteenTask_5.csv,16,3,56.75,3.0,208,0,,
VNS,302.01127099990845,429.0,87.0,17,2,15,1546.0,937.0,460,test_sixteenTask_5.csv,16,3,56.75,3.0,208,0,421.0,
TRI,300.00084400177,421.0,79.0,16,2,14,837.0,908.0,417,test_sixteenTask_5.csv,16,3,56.75,3.0,208,0,,
IP,0.3334941864013672,421.0,79.0,16,2,14,1972.9999999999925,908.0,439,test_sixteenTask_5.csv,16,3,56.75,3.0,208,0,,True
GBOOBD,0.025160789489746094,5452.0,244.0,59,8,51,597.0,1894.0,1556,test_sixtyDuration_5.csv,64,3,33.6875,3.078125,193,0,,
GBOFRT,0.008604049682617188,5438.0,230.0,50,8,42,740.0,1643.0,1406,test_sixtyDuration_5.csv,64,3,33.6875,3.078125,193,0,,
GBOPOA,0.008358955383300781,5458.0,250.0,55,8,47,747.0,1787.0,1417,test_sixtyDuration_5.csv,64,3,33.6875,3.078125,193,0,,
GBOOBP,0.00843191146850586,5438.0,230.0,50,8,42,740.0,1643.0,1406,test_sixtyDuration_5.csv,64,3,33.6875,3.078125,193,0,,
GPC,0.14561700820922852,4141.0,235.0,55,6,49,701.0,1744.0,1430,test_sixtyDuration_5.csv,64,3,33.6875,3.078125,193,0,,
Pulse,300.10141801834106,5439.0,231.0,56,8,48,640.0,1924.0,1454,test_sixtyDuration_5.csv,64,3,33.6875,3.078125,193,0,,
VNS,305.5631468296051,5470.0,262.0,58,8,50,347.0,1891.0,1499,test_sixtyDuration_5.csv,64,3,33.6875,3.078125,193,0,5458.0,
TRI,300.0059428215027,5464.0,256.0,58,8,50,436.0,1873.0,1576,test_sixtyDuration_5.csv,64,3,33.6875,3.078125,193,0,,
IP,307.31094098091125,5348.0,140.0,36,8,28,1027.0000000000064,1052.0,1118,test_sixtyDuration_5.csv,64,3,33.6875,3.078125,193,0,,False
GBOOBD,0.025716781616210938,5453.0,245.0,49,8,41,275.0,2426.0,1303,test_sixtyFourConsistent_5.csv,64,3,56.90625,4.6875,232,0,,
GBOFRT,0.010963201522827148,5461.0,253.0,40,8,32,497.0,2292.0,1028,test_sixtyFourConsistent_5.csv,64,3,56.90625,4.6875,232,0,,
GBOPOA,0.010850906372070312,5468.0,260.0,45,8,37,414.0,2280.0,1161,test_sixtyFourConsistent_5.csv,64,3,56.90625,4.6875,232,0,,
GBOOBP,0.010902881622314453,5461.0,253.0,40,8,32,497.0,2292.0,1028,test_sixtyFourConsistent_5.csv,64,3,56.90625,4.6875,232,0,,
GPC,0.15372896194458008,4144.0,238.0,48,6,42,384.0,2395.0,1209,test_sixtyFourConsistent_5.csv,64,3,56.90625,4.6875,232,0,,
Pulse,75.22953796386719,0,0,0,0,0,0,0,0,test_sixtyFourConsistent_5.csv,64,3,56.90625,4.6875,232,0,,
VNS,302.05358600616455,5487.0,279.0,51,8,43,27.0,2602.0,1214,test_sixtyFourConsistent_5.csv,64,3,56.90625,4.6875,232,0,5468.0,
TRI,300.00795817375183,5472.0,264.0,50,8,42,340.0,2597.0,1043,test_sixtyFourConsistent_5.csv,64,3,56.90625,4.6875,232,0,,
IP,305.51666593551636,5445.0,237.0,45,8,37,121.00000000000728,2398.0,1219,test_sixtyFourConsistent_5.csv,64,3,56.90625,4.6875,232,0,,False
GBOOBD,0.09124302864074707,5447.0,239.0,52,8,44,388.0,2617.0,839,test_thirtyLocation_5.csv,64,3,58.5,3.203125,204,0,,
GBOFRT,0.008449077606201172,5445.0,237.0,50,8,42,577.0,2501.0,736,test_thirtyLocation_5.csv,64,3,58.5,3.203125,204,0,,
GBOPOA,0.008957147598266602,5460.0,252.0,51,8,43,428.0,2639.0,786,test_thirtyLocation_5.csv,64,3,58.5,3.203125,204,0,,
GBOOBP,0.008396148681640625,5445.0,237.0,50,8,42,577.0,2501.0,736,test_thirtyLocation_5.csv,64,3,58.5,3.203125,204,0,,
GPC,0.13573598861694336,4770.0,213.0,48,7,41,629.0,2486.0,774,test_thirtyLocation_5.csv,64,3,58.5,3.203125,204,0,,
Pulse,300.1273648738861,4796.0,239.0,47,7,40,667.0,2421.0,694,test_thirtyLocation_5.csv,64,3,58.5,3.203125,204,0,,
VNS,301.72517585754395,5466.0,258.0,54,8,46,268.0,2775.0,817,test_thirtyLocation_5.csv,64,3,58.5,3.203125,204,0,5460.0,
TRI,300.0052890777588,5453.0,245.0,52,8,44,512.0,2636.0,687,test_thirtyLocation_5.csv,64,3,58.5,3.203125,204,0,,
IP,305.50408411026,5467.0,259.0,53,8,45,477.00000000000193,2660.0,858,test_thirtyLocation_5.csv,64,3,58.5,3.203125,204,0,,False
GBOOBD,0.029961109161376953,5434.0,226.0,48,8,40,256.0,2748.0,1111,test_thirtyTwoConsistent_5.csv,64,3,65.734375,3.8125,232,0,,
GBOFRT,0.008967876434326172,5430.0,222.0,41,8,33,438.0,2476.0,1151,test_thirtyTwoConsistent_5.csv,64,3,65.734375,3.8125,232,0,,
GBOPOA,0.009181022644042969,5452.0,244.0,45,8,37,327.0,2578.0,1100,test_thirtyTwoConsistent_5.csv,64,3,65.734375,3.8125,232,0,,
GBOOBP,0.008983850479125977,5430.0,222.0,41,8,33,438.0,2476.0,1151,test_thirtyTwoConsistent_5.csv,64,3,65.734375,3.8125,232,0,,
GPC,0.12157106399536133,2171.0,218.0,42,3,39,619.0,2488.0,1009,test_thirtyTwoConsistent_5.csv,64,3,65.734375,3.8125,232,0,,
Pulse,300.090206861496,2088.0,135.0,23,3,20,493.0,1237.0,640,test_thirtyTwoConsistent_5.csv,64,3,65.734375,3.8125,232,0,,
VNS,302.304701089859,5456.0,248.0,46,8,38,220.0,2682.0,1100,test_thirtyTwoConsistent_5.csv,64,3,65.734375,3.8125,232,0,5452.0,
TRI,300.00324296951294,5448.0,240.0,48,8,40,372.0,2720.0,1052,test_thirtyTwoConsistent_5.csv,64,3,65.734375,3.8125,232,0,,
IP,306.92409014701843,5449.0,241.0,44,8,36,163.9999999999996,2741.0,1174,test_thirtyTwoConsistent_5.csv,64,3,65.734375,3.8125,232,0,,False
GBOOBD,0.017444133758544922,2826.0,222.0,37,4,33,801.0,2020.0,1130,test_thirtyTwoDependencies_5.csv,64,3,58.75,3.03125,210,32,,
GBOFRT,0.007071018218994141,4799.0,242.0,39,7,32,652.0,2179.0,1161,test_thirtyTwoDependencies_5.csv,64,3,58.75,3.03125,210,32,,
GBOPOA,0.0053768157958984375,2828.0,224.0,36,4,32,1135.0,1861.0,991,test_thirtyTwoDependencies_5.csv,64,3,58.75,3.03125,210,32,,
